Name,Name(Ukranian),Oblast,Population,Population(2001),Population_Change,Country,Full_address,Geocoded_adress,Point,Latitude,Longitude,Altitude
Vilniansk,Вільнянськ,Zaporizhzhia,14583,16522,−11.74%,ukraine,"Вільнянськ,ukraine","Вільнянськ, Вільнянська міська громада, Запорізький район, Запорізька область, 70000-70004, Україна","(47.9433, 35.43159, 0.0)",47.9433,35.43159,0.0
Dunaivtsi,Дунаївці,Khmelnytskyi,15799,16448,−3.95%,ukraine,"Дунаївці,ukraine","Дунаївці, Дунаєвецька міська громада, Кам’янець-Подільський район, Хмельницька область, 32400-32408, Україна","(48.886649, 26.8476798, 0.0)",48.886649,26.8476798,0.0
Apostolove,Апостолове,Dnipropetrovsk,13246,16439,−19.42%,ukraine,"Апостолове,ukraine","Апостолове, Апостолівська міська громада, Криворізький район, Дніпропетровська область, 53800-53804, Україна","(47.6617478, 33.7180001, 0.0)",47.6617478,33.7180001,0.0
Talne,Тальне,Cherkasy,13012,16388,−20.60%,ukraine,"Тальне,ukraine","Тальне, Тальнівська міська громада, Звенигородський район, Черкаська область, 20400-20408, Україна","(48.8889723, 30.6980137, 0.0)",48.8889723,30.6980137,0.0
Artsyz,Арциз,Odessa,14486,16370,−11.51%,ukraine,"Арциз,ukraine","Арциз, Арцизька міська громада, Болградський район, Одеська область, Україна","(45.9962017, 29.431517, 0.0)",45.9962017,29.431517,0.0
Novyi Buh,Новий Буг,Mykolaiv,15003,16250,−7.67%,ukraine,"Новий Буг,ukraine","Новий Буг, Новобузька міська громада, Баштанський район, Миколаївська область, 55600, Україна","(47.6933814, 32.5106596, 0.0)",47.6933814,32.5106596,0.0
Tulchyn,Тульчин,Vinnytsia,14668,16136,−9.10%,ukraine,"Тульчин,ukraine","Тульчин, Тульчинська міська громада, Тульчинський район, Вінницька область, 23600-23606, Україна","(48.6730485, 28.8569476, 0.0)",48.6730485,28.8569476,0.0
Haivoron,Гайворон,Kirovohrad,14214,16126,−11.86%,ukraine,"Гайворон,ukraine","Гайворон, Гайворонська міська громада, Голованівський район, Кіровоградська область, 26300, Україна","(48.3366182, 29.8677468, 0.0)",48.3366182,29.8677468,0.0
Horodok,Городок,Lviv,16158,16082,+0.47%,ukraine,"Городок,ukraine","Городок, Городоцька міська громада, Львівський район, Львівська область, 81504, Україна","(49.784596, 23.6465626, 0.0)",49.784596,23.6465626,0.0
Hola Prystan,Гола Пристань,Kherson,13760,16028,−14.15%,ukraine,"Гола Пристань,ukraine","Гола Пристань, Голопристанська міська громада, Скадовський район, Херсонська область, 75600, Україна","(46.5320381, 32.5345028, 0.0)",46.5320381,32.5345028,0.0
Nosivka,Носівка,Chernihiv,13120,15966,−17.83%,ukraine,"Носівка,ukraine","Носівка, Носівська міська громада, Ніжинський район, Чернігівська область, 17100, Україна","(50.9377744, 31.5812258, 0.0)",50.9377744,31.5812258,0.0
Zhashkiv,Жашків,Cherkasy,13355,15853,−15.76%,ukraine,"Жашків,ukraine","Жашків, Жашківська міська громада, Уманський район, Черкаська область, 19200-19208, Україна","(49.2478012, 30.1066179, 0.0)",49.2478012,30.1066179,0.0
Horodyshche,Городище,Cherkasy,13304,15645,−14.96%,ukraine,"Городище,ukraine","Городище, Перевальський район, Луганська область, 94343, Україна","(48.3232559, 38.6335767, 0.0)",48.3232559,38.6335767,0.0
Vasylivka,Василівка,Zaporizhzhia,12771,15592,−18.09%,ukraine,"Василівка,ukraine","Василівка, Василівська міська громада, Василівський район, Запорізька область, 71600-71602, Україна","(47.4431859, 35.2803026, 0.0)",47.4431859,35.2803026,0.0
Kamianka-Dniprovska,Кам'янка-Дніпровська,Zaporizhzhia,12332,15522,−20.55%,ukraine,"Кам'янка-Дніпровська,ukraine","Кам’янка-Дніпровська, Кам'янсько-Дніпровська міська громада, Василівський район, Запорізька область, 71300-71309, Україна","(47.4900938, 34.4109101, 0.0)",47.4900938,34.4109101,0.0
Petrovske[c],Петровське,Luhansk,12683,15478,−18.06%,ukraine,"Петровське,ukraine","Петровське, Луганська область, 94540-94546, Україна","(48.29418, 38.86619, 0.0)",48.29418,38.86619,0.0
Beryslav,Берислав,Kherson,12123,15455,−21.56%,ukraine,"Берислав,ukraine","Берислав, Бериславська міська громада, Бериславський район, Херсонська область, 74300, Україна","(46.8357749, 33.416743, 0.0)",46.8357749,33.416743,0.0
Snihurivka,Снігурівка,Mykolaiv,12307,15447,−20.33%,ukraine,"Снігурівка,ukraine","Снігурівка, Снігурівська міська громада, Баштанський район, Миколаївська область, 57309, Україна","(47.070721, 32.7924643, 0.0)",47.070721,32.7924643,0.0
Radomyshl,Радомишль,Zhytomyr,13973,15326,−8.83%,ukraine,"Радомишль,ukraine","Радомишль, Радомишльська міська громада, Житомирський район, Житомирська область, Україна","(50.4961812, 29.2289588, 0.0)",50.4961812,29.2289588,0.0
Burshtyn,Бурштин,Ivano-Frankivsk,14866,15298,−2.82%,ukraine,"Бурштин,ukraine","Бурштин, Бурштинська міська громада, Івано-Франківський район, Івано-Франківська область, 77111, Україна","(49.2516287, 24.6341893, 0.0)",49.2516287,24.6341893,0.0
Rakhiv,Рахів,Zakarpattia,15596,15241,+2.33%,ukraine,"Рахів,ukraine","Рахів, Рахівська міська громада, Рахівський район, Закарпатська область, 90600, Україна","(48.0556765, 24.2057063, 0.0)",48.0556765,24.2057063,0.0
Novhorod-Siverskyi,Новгород-Сіверський,Chernihiv,12647,15175,−16.66%,ukraine,"Новгород-Сіверський,ukraine","Новгород-Сіверський, Новгород-Сіверська міська громада, Новгород-Сіверський район, Чернігівська область, 16000-16004, Україна","(52.004259, 33.2779899, 0.0)",52.004259,33.2779899,0.0
Kamianka,Кам'янка,Cherkasy,11146,15109,−26.23%,ukraine,"Кам'янка,ukraine","Кам’янка, Кам'янська міська громада, Черкаський район, Черкаська область, 20800-20809, Україна","(49.036152, 32.09952881409262, 0.0)",49.036152,32.09952881409262,0.0
Tetiiv,Тетіїв,Kyiv,12776,14944,−14.51%,ukraine,"Тетіїв,ukraine","Тетіїв, Тетіївська міська громада, Білоцерківський район, Київська область, 09804, Україна","(49.3686166, 29.6771098, 0.0)",49.3686166,29.6771098,0.0
Mykolaiv,Миколаїв,Lviv,14637,14801,−1.11%,ukraine,"Миколаїв,ukraine","Миколаїв, Миколаївська міська громада, Миколаївський район, Миколаївська область, 54000-54490, Україна","(46.9758615, 31.9939666, 0.0)",46.9758615,31.9939666,0.0
Ostroh,Острог,Rivne,15195,14801,+2.66%,ukraine,"Острог,ukraine","Острог, Острозька міська громада, Рівненський район, Рівненська область, 35800-35807, Україна","(50.329021, 26.5203627, 0.0)",50.329021,26.5203627,0.0
Zelenodolsk,Зеленодольськ,Dnipropetrovsk,12874,14792,−12.97%,ukraine,"Зеленодольськ,ukraine","Зеленодольськ, Зеленодольська міська громада, Криворізький район, Дніпропетровська область, 53860, Україна","(47.5668051, 33.6474574, 0.0)",47.5668051,33.6474574,0.0
Vakhrusheve[c],Боково-Хрустальне (Bokovo-Khrustalne),Luhansk,11457,14773,−22.45%,ukraine,"Боково-Хрустальне (Bokovo-Khrustalne),ukraine",,,,,
Khorol,Хорол,Poltava,12720,14753,−13.78%,ukraine,"Хорол,ukraine","Хорол, Хорольська міська громада, Лубенський район, Полтавська область, 37800, Україна","(49.7822104, 33.2740646, 0.0)",49.7822104,33.2740646,0.0
Storozhynets,Сторожинець,Chernivtsi,14138,14693,−3.78%,ukraine,"Сторожинець,ukraine","Сторожинець, Сторожинецька міська громада, Чернівецький район, Чернівецька область, 59000-59004, Україна","(48.1629489, 25.7207993, 0.0)",48.1629489,25.7207993,0.0
Sudak[b],Судак,Crimea,—,14495,—,ukraine,"Судак,ukraine","Судак, Судакский городской совет, Республика Крым, Україна","(44.8488369, 34.971099, 0.0)",44.8488369,34.971099,0.0
Siversk,Сіверськ,Donetsk,11068,14393,−23.10%,ukraine,"Сіверськ,ukraine","Сіверськ, Сіверська міська громада, Бахмутський район, Донецька область, 84522-84524, Україна","(48.87302, 38.09543, 0.0)",48.87302,38.09543,0.0
Koriukivka,Корюківка,Chernihiv,12409,14318,−13.33%,ukraine,"Корюківка,ukraine","Корюківка, Корюківська міська громада, Корюківський район, Чернігівська область, 15300, Україна","(51.77444, 32.2514, 0.0)",51.77444,32.2514,0.0
Biliaivka,Біляївка,Odessa,12477,14294,−12.71%,ukraine,"Біляївка,ukraine","Біляївка, Біляївська міська громада, Одеський район, Одеська область, 67600-67604, Україна","(46.4826109, 30.2014161, 0.0)",46.4826109,30.2014161,0.0
Hirnyk,Гірник,Donetsk,10581,14207,−25.52%,ukraine,"Гірник,ukraine","Гірник, Курахівська міська громада, Покровський район, Донецька область, 85487-85488, Україна","(48.0567943, 37.3723976, 0.0)",48.0567943,37.3723976,0.0
Ukrainka,Українка,Kyiv,16276,14163,+14.92%,ukraine,"Українка,ukraine","Українка, Українська міська громада, Обухівський район, Київська область, 08720, Україна","(50.1537167, 30.7420742, 0.0)",50.1537167,30.7420742,0.0
Nova Odesa,Нова Одеса,Mykolaiv,11690,14070,−16.92%,ukraine,"Нова Одеса,ukraine","Нова Одеса, Новоодеська міська громада, Миколаївський район, Миколаївська область, 56600, Україна","(47.310996, 31.7739735, 0.0)",47.310996,31.7739735,0.0
Horodnia,Городня,Chernihiv,11710,14043,−16.61%,ukraine,"Городня,ukraine","Городня, Городнянська міська громада, Чернігівський район, Чернігівська область, 15100, Україна","(51.8915393, 31.595545, 0.0)",51.8915393,31.595545,0.0
Shchastia,Щастя,Luhansk,11552,13770,−16.11%,ukraine,"Щастя,ukraine","Щастя, Щастинська міська громада, Щастинський район, Луганська область, 91483, Україна","(48.745306299999996, 39.17110517552807, 0.0)",48.745306299999996,39.17110517552807,0.0
Kaharlyk,Кагарлик,Kyiv,13351,13757,−2.95%,ukraine,"Кагарлик,ukraine","Кагарлик, Кагарлицька міська громада, Обухівський район, Київська область, 09200-09205, Україна","(49.8650658, 30.8226786, 0.0)",49.8650658,30.8226786,0.0
Zhdanivka[a],Жданівка,Donetsk,11913,13688,−12.97%,ukraine,"Жданівка,ukraine","Жданівка, Жданівська міська рада, 86391-86396, Україна","(48.1570316, 38.2565049, 0.0)",48.1570316,38.2565049,0.0
Berezne,Березне,Rivne,13280,13669,−2.85%,ukraine,"Березне,ukraine","Березне, Березнівська міська громада, Рівненський район, Рівненська область, 34600-34606, Україна","(51.0035653, 26.7524487, 0.0)",51.0035653,26.7524487,0.0
Terebovlia,Теребовля,Ternopil,13279,13661,−2.80%,ukraine,"Теребовля,ukraine","Теребовля, Теребовлянська міська громада, Тернопільський район, Тернопільська область, 48100, Україна","(49.2960742, 25.692491, 0.0)",49.2960742,25.692491,0.0
Vynnyky,Винники,Lviv,18527,13654,+35.69%,ukraine,"Винники,ukraine","Винники, Львівська міська громада, Львівський район, Львівська область, 79495, Україна","(49.8168013, 24.1381342, 0.0)",49.8168013,24.1381342,0.0
Rozhyshche,Рожище,Volyn,12584,13636,−7.71%,ukraine,"Рожище,ukraine","Рожище, Рожищенська міська громада, Луцький район, Волинська область, Україна","(50.90994275, 25.269738799552577, 0.0)",50.90994275,25.269738799552577,0.0
Yavoriv,Яворів,Lviv,12888,13510,−4.60%,ukraine,"Яворів,ukraine","Яворів, Яворівська міська громада, Яворівський район, Львівська область, Україна","(49.9456001, 23.3886319, 0.0)",49.9456001,23.3886319,0.0
Zhovkva,Жовква,Lviv,13895,13474,+3.12%,ukraine,"Жовква,ukraine","Жовква, Жовківська міська громада, Львівський район, Львівська область, 80300, Україна","(50.056134, 23.9711967, 0.0)",50.056134,23.9711967,0.0
Tarashcha,Тараща,Kyiv,9889,13452,−26.49%,ukraine,"Тараща,ukraine","Тараща, Таращанська міська громада, Білоцерківський район, Київська область, 09500, Україна","(49.555498, 30.5023421, 0.0)",49.555498,30.5023421,0.0
Myronivka,Миронівка,Kyiv,11255,13368,−15.81%,ukraine,"Миронівка,ukraine","Миронівка, Миронівська міська громада, Обухівський район, Київська область, 08800-08804, Україна","(49.6583412, 30.9824887, 0.0)",49.6583412,30.9824887,0.0
Bershad,Бершадь,Vinnytsia,12466,13336,−6.52%,ukraine,"Бершадь,ukraine","Бершадь, Бершадська міська громада, Гайсинський район, Вінницька область, 24400-24404, Україна","(48.36594, 29.51889, 0.0)",48.36594,29.51889,0.0
Ukrainsk,Українськ,Donetsk,10837,13236,−18.12%,ukraine,"Українськ,ukraine","Українськ, Селидівська міська громада, Покровський район, Донецька область, 85485, Україна","(48.09471, 37.35866, 0.0)",48.09471,37.35866,0.0
Zbarazh,Збараж,Ternopil,13431,13228,+1.53%,ukraine,"Збараж,ukraine","Збараж, Збаразька міська громада, Тернопільський район, Тернопільська область, 47300-47304, Україна","(49.6607393, 25.7768485, 0.0)",49.6607393,25.7768485,0.0
Novomyrhorod,Новомиргород,Kirovohrad,10910,13220,−17.47%,ukraine,"Новомиргород,ukraine","Новомиргород, Новомиргородська міська громада, Новоукраїнський район, Кіровоградська область, 26000-26001, Україна","(48.80062325, 31.65121456444669, 0.0)",48.80062325,31.65121456444669,0.0
Uzyn,Узин,Kyiv,11935,13217,−9.70%,ukraine,"Узин,ukraine","Узин, Узинська міська громада, Білоцерківський район, Київська область, 09161-09163, Україна","(49.8284745, 30.4197205, 0.0)",49.8284745,30.4197205,0.0
Svitlodarsk,Світлодарськ,Donetsk,11281,13184,−14.43%,ukraine,"Світлодарськ,ukraine","Світлодарськ, Світлодарська міська громада, Бахмутський район, Донецька область, 84792, Україна","(48.43803, 38.22349, 0.0)",48.43803,38.22349,0.0
Soledar,Соледар,Donetsk,10692,13151,−18.70%,ukraine,"Соледар,ukraine","Соледар, Соледарська міська громада, Бахмутський район, Донецька область, 84545-84548, Україна","(48.6948731, 38.0627964, 0.0)",48.6948731,38.0627964,0.0
Bashtanka,Баштанка,Mykolaiv,12327,13146,−6.23%,ukraine,"Баштанка,ukraine","Баштанка, Баштанська міська громада, Баштанський район, Миколаївська область, 56100-56109, Україна","(47.4033486, 32.4388921, 0.0)",47.4033486,32.4388921,0.0
Mala Vyska,Мала Виска,Kirovohrad,10133,13132,−22.84%,ukraine,"Мала Виска,ukraine","Мала Виска, Маловисківська міська громада, Новоукраїнський район, Кіровоградська область, 26200, Україна","(48.6452224, 31.633638239248526, 0.0)",48.6452224,31.633638239248526,0.0
Irmino[c],Ірміно,Luhansk,9343,13053,−28.42%,ukraine,"Ірміно,ukraine","Ірміно, Луганська область, 94094, Україна","(48.6013803, 38.6018666, 0.0)",48.6013803,38.6018666,0.0
Barvinkove,Барвінкове,Kharkiv,8110,12998,−37.61%,ukraine,"Барвінкове,ukraine","Барвінкове, Барвінківська міська громада, Ізюмський район, Харківська область, Україна","(48.9070045, 37.0287573, 0.0)",48.9070045,37.0287573,0.0
Prymorsk,Приморськ,Zaporizhzhia,11397,12973,−12.15%,ukraine,"Приморськ,ukraine","Приморськ, Приморська міська громада, Бердянський район, Запорізька область, 72100-72102, Україна","(46.7343149, 36.3472151, 0.0)",46.7343149,36.3472151,0.0
Mena,Мена,Chernihiv,11096,12940,−14.25%,ukraine,"Мена,ukraine","Мена, Менська міська громада, Корюківський район, Чернігівська область, 15600, Україна","(51.52279, 32.21638, 0.0)",51.52279,32.21638,0.0
Hlobyne,Глобине,Poltava,9129,12902,−29.24%,ukraine,"Глобине,ukraine","Глобине, Глобинська міська громада, Кременчуцький район, Полтавська область, 39006, Україна","(49.392047, 33.2507308, 0.0)",49.392047,33.2507308,0.0
Hnivan,Гнівань,Vinnytsia,12314,12832,−4.04%,ukraine,"Гнівань,ukraine","Гнівань, Гніванська міська громада, Вінницький район, Вінницька область, 23310-23314, Україна","(49.0933696, 28.338343, 0.0)",49.0933696,28.338343,0.0
Komsomolske,Кальміуське (Kalmiuske),Donetsk,11447,12813,−10.66%,ukraine,"Кальміуське (Kalmiuske),ukraine",,,,,
Ichnia,Ічня,Chernihiv,10585,12780,−17.18%,ukraine,"Ічня,ukraine","Ічня, Ічнянська міська громада, Прилуцький район, Чернігівська область, 16700, Україна","(50.8623444, 32.3910144, 0.0)",50.8623444,32.3910144,0.0
Novoazovsk[a],Новоазовськ,Donetsk,11104,12702,−12.58%,ukraine,"Новоазовськ,ukraine","Новоазовськ, Новоазовська міська рада, Новоазовський район, 87600-87605, Україна","(47.1138718, 38.0830911, 0.0)",47.1138718,38.0830911,0.0
Baranivka,Баранівка,Zhytomyr,11343,12584,−9.86%,ukraine,"Баранівка,ukraine","Баранівка, Баранівська міська громада, Новоград-Волинський район, Житомирська область, Україна","(50.29369, 27.66666, 0.0)",50.29369,27.66666,0.0
Buchach,Бучач,Ternopil,12321,12549,−1.82%,ukraine,"Бучач,ukraine","Бучач, Бучацька міська громада, Чортківський район, Тернопільська область, 48400-48405, Україна","(49.0630503, 25.389969, 0.0)",49.0630503,25.389969,0.0
Lokhvytsia,Лохвиця,Poltava,11119,12389,−10.25%,ukraine,"Лохвиця,ukraine","Лохвиця, Лохвицька міська громада, Миргородський район, Полтавська область, 37200, Україна","(50.3595181, 33.2741725, 0.0)",50.3595181,33.2741725,0.0
Snovsk,Сновськ,Chernihiv,10825,12315,−12.10%,ukraine,"Сновськ,ukraine","Сновськ, Сновська міська громада, Корюківський район, Чернігівська область, 15200-15203, Україна","(51.8187527, 31.9448953, 0.0)",51.8187527,31.9448953,0.0
Bobrynets,Бобринець,Kirovohrad,10559,12300,−14.15%,ukraine,"Бобринець,ukraine","Бобринець, Бобринецька міська громада, Кропивницький район, Кіровоградська область, 27200, Україна","(48.05729, 32.15938, 0.0)",48.05729,32.15938,0.0
Nemyriv,Немирів,Vinnytsia,11563,12082,−4.30%,ukraine,"Немирів,ukraine","Немирів, Немирівська міська громада, Вінницький район, Вінницька область, Україна","(48.9654035, 28.8430131, 0.0)",48.9654035,28.8430131,0.0
Kobeliaky,Кобеляки,Poltava,9627,12076,−20.28%,ukraine,"Кобеляки,ukraine","Кобеляки, Кобеляцька міська громада, Полтавський район, Полтавська область, 39200-39204, Україна","(49.1433333, 34.2002778, 0.0)",49.1433333,34.2002778,0.0
Rodynske,Родинське,Donetsk,9948,11996,−17.07%,ukraine,"Родинське,ukraine","Родинське, Покровська міська громада, Покровський район, 85310-87315, Україна","(48.3536652, 37.2034069, 0.0)",48.3536652,37.2034069,0.0
Chyhyryn,Чигирин,Cherkasy,8664,11960,−27.56%,ukraine,"Чигирин,ukraine","Чигирин, Чигиринська міська громада, Черкаський район, Черкаська область, 20900-20906, Україна","(49.0768871, 32.66612288227482, 0.0)",49.0768871,32.66612288227482,0.0
Bobrovytsia,Бобровиця,Chernihiv,10742,11916,−9.85%,ukraine,"Бобровиця,ukraine","Бобровиця, Бобровицька міська громада, Ніжинський район, Чернігівська область, 17400, Україна","(50.7415033, 31.3860852, 0.0)",50.7415033,31.3860852,0.0
Sosnivka,Соснівка,Lviv,10838,11889,−8.84%,ukraine,"Соснівка,ukraine","Соснівка, Червоноградська міська громада, Червоноградський район, Львівська область, 80193, Україна","(50.2909116, 24.2563161, 0.0)",50.2909116,24.2563161,0.0
Zhydachiv,Жидачів,Lviv,10525,11798,−10.79%,ukraine,"Жидачів,ukraine","Жидачів, Жидачівська міська громада, Стрийський район, Львівська область, 81700, Україна","(49.3831172, 24.1426813, 0.0)",49.3831172,24.1426813,0.0
Yampil,Ямпіль,Vinnytsia,10787,11787,−8.48%,ukraine,"Ямпіль,ukraine","Ямпіль, Ямпільська селищна громада, Шепетівський район, Хмельницька область, 30231, Україна","(49.9562165, 26.2274578, 0.0)",49.9562165,26.2274578,0.0
Mospyne[a],Моспине,Donetsk,10493,11736,−10.59%,ukraine,"Моспине,ukraine","Моспине, Моспинська міська рада, Пролетарський район, Донецька міська рада, 83492-83499, Україна","(47.8813092, 38.0746792, 0.0)",47.8813092,38.0746792,0.0
Borzna,Борзна,Chernihiv,9632,11707,−17.72%,ukraine,"Борзна,ukraine","Борзна, Борзнянська міська громада, Ніжинський район, Чернігівська область, 16400, Україна","(51.2534475, 32.4263156, 0.0)",51.2534475,32.4263156,0.0
Shcholkine[b],Щолкіне,Crimea,—,11699,—,ukraine,"Щолкіне,ukraine","Щёлкино, Ленинский район, Республика Крым, 98213, Україна","(45.4291446, 35.8222792, 0.0)",45.4291446,35.8222792,0.0
Buryn,Буринь,Sumy,8359,11678,−28.42%,ukraine,"Буринь,ukraine","Буринь, Буринська міська громада, Конотопський район, Сумська область, 41700-41708, Україна","(51.1960431, 33.8288042, 0.0)",51.1960431,33.8288042,0.0
